sku,location,period,qty,flag,observed
SKU_0031,MSK,2025-08,82.0,,True
SKU_0031,MSK,2025-09,96.0,,True
SKU_0031,MSK,2025-10,0.0,,True
SKU_0031,MSK,2025-11,0.0,,True
SKU_0031,MSK,2025-12,0.0,,True
SKU_0032,MSK,2023-01,1419.0,,True
SKU_0032,MSK,2023-02,1607.0,,True
SKU_0032,MSK,2023-03,1328.0,,True
SKU_0032,MSK,2023-04,1027.0,,True
SKU_0032,MSK,2023-05,854.0,,True
SKU_0032,MSK,2023-06,864.0,,True
SKU_0032,MSK,2023-07,777.0,,True
SKU_0032,MSK,2023-08,1145.0,,True
SKU_0032,MSK,2023-09,1754.0,,True
SKU_0032,MSK,2023-10,1708.0,,True
SKU_0032,MSK,2023-11,2057.0,,True
SKU_0032,MSK,2023-12,1753.0,,True
SKU_0032,MSK,2024-01,1336.0,,True
SKU_0032,MSK,2024-02,1540.0,,True
SKU_0032,MSK,2024-03,1148.0,,True
SKU_0032,MSK,2024-04,1327.0,,True
SKU_0032,MSK,2024-05,1008.0,,True
SKU_0032,MSK,2024-06,998.0,,True
SKU_0032,MSK,2024-07,1197.0,,True
SKU_0032,MSK,2024-08,1389.0,,True
SKU_0032,MSK,2024-09,1703.0,,True
SKU_0032,MSK,2024-10,1762.0,,True
SKU_0032,MSK,2024-11,2003.0,,True
SKU_0032,MSK,2024-12,2226.0,,True
SKU_0032,MSK,2025-01,1704.0,,True
SKU_0032,MSK,2025-02,1909.0,,True
SKU_0032,MSK,2025-03,1385.0,,True
SKU_0032,MSK,2025-04,890.0,,True
SKU_0032,MSK,2025-05,949.0,,True
SKU_0032,MSK,2025-06,1363.0,,True
SKU_0032,MSK,2025-07,1405.0,,True
SKU_0032,MSK,2025-08,1657.0,,True
SKU_0032,MSK,2025-09,1738.0,,True
SKU_0032,MSK,2025-10,1837.0,,True
SKU_0032,MSK,2025-11,1905.0,,True
SKU_0032,MSK,2025-12,1895.0,,True
SKU_0033,MSK,2023-01,3715.0,,True
SKU_0033,MSK,2023-02,3266.0,,True
SKU_0033,MSK,2023-03,3254.0,,True
SKU_0033,MSK,2023-04,2796.0,,True
SKU_0033,MSK,2023-05,2313.0,,True
SKU_0033,MSK,2023-06,2392.0,,True
SKU_0033,MSK,2023-07,2278.0,,True
SKU_0033,MSK,2023-08,2705.0,,True
SKU_0033,MSK,2023-09,3158.0,,True
SKU_0033,MSK,2023-10,3659.0,,True
SKU_0033,MSK,2023-11,3868.0,,True
SKU_0033,MSK,2023-12,4618.0,,True
SKU_0033,MSK,2024-01,4117.0,,True
SKU_0033,MSK,2024-02,4147.0,,True
SKU_0033,MSK,2024-03,3781.8907122100445,stockout,False
SKU_0033,MSK,2024-04,3282.4623767209305,stockout,False
SKU_0033,MSK,2024-05,2882.0,,True
SKU_0033,MSK,2024-06,2455.0,,True
SKU_0033,MSK,2024-07,2758.0,,True
SKU_0033,MSK,2024-08,3117.0,,True
SKU_0033,MSK,2024-09,3435.0,,True
SKU_0033,MSK,2024-10,5042.0,,True
SKU_0033,MSK,2024-11,4018.0,,True
SKU_0033,MSK,2024-12,4320.0,,True
SKU_0033,MSK,2025-01,3950.0,,True
SKU_0033,MSK,2025-02,4740.0,,True
SKU_0033,MSK,2025-03,4029.0,,True
SKU_0033,MSK,2025-04,3559.0,,True
SKU_0033,MSK,2025-05,3478.0,,True
SKU_0033,MSK,2025-06,2425.0,,True
SKU_0033,MSK,2025-07,3177.0,,True
SKU_0033,MSK,2025-08,3468.0,,True
SKU_0033,MSK,2025-09,3897.0,,True
SKU_0033,MSK,2025-10,4049.0,,True
SKU_0033,MSK,2025-11,4826.0,,True
SKU_0033,MSK,2025-12,5332.0,,True
SKU_0034,EKB,2023-01,392.0,,True
SKU_0034,EKB,2023-02,314.0,,True
SKU_0034,EKB,2023-03,304.0,,True
SKU_0034,EKB,2023-04,221.0,,True
SKU_0034,EKB,2023-05,240.0,,True
SKU_0034,EKB,2023-06,238.0,,True
SKU_0034,EKB,2023-07,250.0,,True
SKU_0034,EKB,2023-08,269.0,,True
SKU_0034,EKB,2023-09,291.0,,True
SKU_0034,EKB,2023-10,378.0,,True
SKU_0034,EKB,2023-11,392.0,,True
SKU_0034,EKB,2023-12,381.0,,True
SKU_0034,EKB,2024-01,410.0,,True
SKU_0034,EKB,2024-02,386.0,,True
SKU_0034,EKB,2024-03,287.0,,True
SKU_0034,EKB,2024-04,279.0,,True
SKU_0034,EKB,2024-05,265.0,,True
SKU_0034,EKB,2024-06,278.0,,True
SKU_0034,EKB,2024-07,261.0,,True
SKU_0034,EKB,2024-08,298.0,,True
SKU_0034,EKB,2024-09,271.0,,True
SKU_0034,EKB,2024-10,376.0,,True
SKU_0034,EKB,2024-11,467.0,,True
SKU_0034,EKB,2024-12,429.0,,True
SKU_0034,EKB,2025-01,462.0,,True
SKU_0034,EKB,2025-02,414.0,,True
SKU_0034,EKB,2025-03,360.0,,True
SKU_0034,EKB,2025-04,341.0,,True
SKU_0034,EKB,2025-05,267.0,,True
SKU_0034,EKB,2025-06,261.0,,True
SKU_0034,EKB,2025-07,239.0,,True
SKU_0034,EKB,2025-08,342.0,,True
SKU_0034,EKB,2025-09,339.0,,True
SKU_0034,EKB,2025-10,461.0,,True
SKU_0034,EKB,2025-11,471.0,,True
SKU_0034,EKB,2025-12,448.0,,True
SKU_0034,MSK,2023-01,803.0,,True
SKU_0034,MSK,2023-02,643.0,,True
SKU_0034,MSK,2023-03,622.0,,True
SKU_0034,MSK,2023-04,452.0,,True
SKU_0034,MSK,2023-05,491.0,,True
SKU_0034,MSK,2023-06,488.0,,True
SKU_0034,MSK,2023-07,512.0,,True
SKU_0034,MSK,2023-08,552.0,,True
SKU_0034,MSK,2023-09,597.0,,True
SKU_0034,MSK,2023-10,774.0,,True
SKU_0034,MSK,2023-11,803.0,,True
SKU_0034,MSK,2023-12,781.0,,True
SKU_0034,MSK,2024-01,839.0,,True
SKU_0034,MSK,2024-02,791.0,,True
SKU_0034,MSK,2024-03,589.0,,True
SKU_0034,MSK,2024-04,571.0,,True
SKU_0034,MSK,2024-05,544.0,,True
SKU_0034,MSK,2024-06,570.0,,True
SKU_0034,MSK,2024-07,535.0,,True
SKU_0034,MSK,2024-08,611.0,,True
SKU_0034,MSK,2024-09,555.0,,True
SKU_0034,MSK,2024-10,770.0,,True
SKU_0034,MSK,2024-11,957.0,,True
SKU_0034,MSK,2024-12,879.0,,True
SKU_0034,MSK,2025-01,946.0,,True
SKU_0034,MSK,2025-02,848.0,,True
SKU_0034,MSK,2025-03,737.0,,True
SKU_0034,MSK,2025-04,698.0,,True
SKU_0034,MSK,2025-05,547.0,,True
SKU_0034,MSK,2025-06,535.0,,True
SKU_0034,MSK,2025-07,489.0,,True
SKU_0034,MSK,2025-08,700.0,,True
SKU_0034,MSK,2025-09,694.0,,True
SKU_0034,MSK,2025-10,944.0,,True
SKU_0034,MSK,2025-11,964.0,,True
SKU_0034,MSK,2025-12,917.0,,True
SKU_0035,MSK,2025-08,305.0,,True
SKU_0035,MSK,2025-09,265.0,,True
SKU_0035,MSK,2025-10,358.0,,True
SKU_0035,MSK,2025-11,413.0,,True
SKU_0035,MSK,2025-12,318.0,,True
SKU_0036,MSK,2024-10,216.0,,True
SKU_0036,MSK,2024-11,245.0,,True
SKU_0036,MSK,2024-12,279.0,,True
SKU_0036,MSK,2025-01,268.0,,True
SKU_0036,MSK,2025-02,346.0,,True
SKU_0036,MSK,2025-03,295.0,,True
SKU_0036,MSK,2025-04,295.0,,True
SKU_0036,MSK,2025-05,229.0,,True
SKU_0036,MSK,2025-06,220.0,,True
SKU_0036,MSK,2025-07,207.0,,True
SKU_0036,MSK,2025-08,199.0,,True
SKU_0036,MSK,2025-09,204.0,,True
SKU_0036,MSK,2025-10,207.0,,True
SKU_0036,MSK,2025-11,247.0,,True
SKU_0036,MSK,2025-12,304.0,,True
SKU_0037,MSK,2023-01,224.0,,True
SKU_0037,MSK,2023-02,183.0,,True
SKU_0037,MSK,2023-03,164.0,,True
SKU_0037,MSK,2023-04,205.0,,True
SKU_0037,MSK,2023-05,223.0,,True
SKU_0037,MSK,2023-06,264.0,,True
SKU_0037,MSK,2023-07,263.0,,True
SKU_0037,MSK,2023-08,318.0,,True
SKU_0037,MSK,2023-09,304.0,,True
SKU_0037,MSK,2023-10,350.0,,True
SKU_0037,MSK,2023-11,318.0,,True
SKU_0037,MSK,2023-12,261.0,,True
SKU_0037,MSK,2024-01,238.0,,True
SKU_0037,MSK,2024-02,192.0,,True
SKU_0037,MSK,2024-03,200.0,,True
SKU_0037,MSK,2024-04,217.0,,True
SKU_0037,MSK,2024-05,247.0,,True
SKU_0037,MSK,2024-06,281.0,,True
SKU_0037,MSK,2024-07,304.0,,True
SKU_0037,MSK,2024-08,329.56752864827894,promo,False
SKU_0037,MSK,2024-09,391.0,,True
SKU_0037,MSK,2024-10,368.0,,True
SKU_0037,MSK,2024-11,331.0,,True
SKU_0037,MSK,2024-12,295.0,,True
SKU_0037,MSK,2025-01,300.0,,True
SKU_0037,MSK,2025-02,259.0,,True
SKU_0037,MSK,2025-03,242.0,,True
SKU_0037,MSK,2025-04,260.0,,True
SKU_0037,MSK,2025-05,271.0,,True
SKU_0037,MSK,2025-06,335.0,,True
SKU_0037,MSK,2025-07,394.0,,True
SKU_0037,MSK,2025-08,378.0,,True
SKU_0037,MSK,2025-09,420.0,,True
SKU_0037,MSK,2025-10,434.0,,True
SKU_0037,MSK,2025-11,402.0,,True
SKU_0037,MSK,2025-12,379.0,,True
SKU_0038,MSK,2023-01,101.0,,True
SKU_0038,MSK,2023-02,134.0,,True
SKU_0038,MSK,2023-03,150.0,,True
SKU_0038,MSK,2023-04,143.0,,True
SKU_0038,MSK,2023-05,162.0,,True
SKU_0038,MSK,2023-06,159.0,,True
SKU_0038,MSK,2023-07,142.0,,True
SKU_0038,MSK,2023-08,118.0,,True
SKU_0038,MSK,2023-09,93.0,,True
SKU_0038,MSK,2023-10,87.0,,True
SKU_0038,MSK,2023-11,79.0,,True
SKU_0038,MSK,2023-12,93.0,,True
SKU_0038,MSK,2024-01,111.0,,True
SKU_0038,MSK,2024-02,136.0,,True
SKU_0038,MSK,2024-03,156.0,,True
SKU_0038,MSK,2024-04,146.0,,True
SKU_0038,MSK,2024-05,179.0,,True
SKU_0038,MSK,2024-06,151.0,,True
SKU_0038,MSK,2024-07,152.0,,True
SKU_0038,MSK,2024-08,152.0,,True
SKU_0038,MSK,2024-09,131.0,,True
SKU_0038,MSK,2024-10,111.0,,True
SKU_0038,MSK,2024-11,105.0,,True
SKU_0038,MSK,2024-12,121.0,,True
SKU_0038,MSK,2025-01,121.0,,True
SKU_0038,MSK,2025-02,149.18368002008373,stockout,False
SKU_0038,MSK,2025-03,171.1406113304485,stockout,False
SKU_0038,MSK,2025-04,179.0,,True
SKU_0038,MSK,2025-05,184.0,,True
SKU_0038,MSK,2025-06,180.0,,True
SKU_0038,MSK,2025-07,176.0,,True
SKU_0038,MSK,2025-08,172.0,,True
SKU_0038,MSK,2025-09,124.0,,True
SKU_0038,MSK,2025-10,129.0,,True
SKU_0038,MSK,2025-11,102.0,,True
SKU_0038,MSK,2025-12,97.0,,True
SKU_0039,MSK,2023-01,1178.0,,True
SKU_0039,MSK,2023-02,1037.0,,True
SKU_0039,MSK,2023-03,1005.0,,True
SKU_0039,MSK,2023-04,1071.0,,True
SKU_0039,MSK,2023-05,1333.0,,True
SKU_0039,MSK,2023-06,1136.0,,True
SKU_0039,MSK,2023-07,1564.0,,True
SKU_0039,MSK,2023-08,1722.0,,True
SKU_0039,MSK,2023-09,1626.0,,True
SKU_0039,MSK,2023-10,2143.0,,True
SKU_0039,MSK,2023-11,1509.0,,True
SKU_0039,MSK,2023-12,1607.0,,True
SKU_0039,MSK,2024-01,1463.0,,True
SKU_0039,MSK,2024-02,1075.0,,True
SKU_0039,MSK,2024-03,1093.0,,True
SKU_0039,MSK,2024-04,1546.0,,True
SKU_0039,MSK,2024-05,1309.0,,True
SKU_0039,MSK,2024-06,1437.0,,True
SKU_0039,MSK,2024-07,1365.0,,True
SKU_0039,MSK,2024-08,1934.0,,True
SKU_0039,MSK,2024-09,1550.0,,True
SKU_0039,MSK,2024-10,2047.0,,True
SKU_0039,MSK,2024-11,1297.0,,True
SKU_0039,MSK,2024-12,1405.0,,True
SKU_0039,MSK,2025-01,1394.0,,True
SKU_0039,MSK,2025-02,1655.0,,True
SKU_0039,MSK,2025-03,1108.0,,True
SKU_0039,MSK,2025-04,1143.0,,True
SKU_0039,MSK,2025-05,1538.0,,True
SKU_0039,MSK,2025-06,1842.0,,True
SKU_0039,MSK,2025-07,2060.0,,True
SKU_0039,MSK,2025-08,2004.0,,True
SKU_0039,MSK,2025-09,1746.0,,True
SKU_0039,MSK,2025-10,1692.0,,True
SKU_0039,MSK,2025-11,1874.0,,True
SKU_0039,MSK,2025-12,1643.0,,True
SKU_0040,MSK,2023-01,0.0,,True
SKU_0040,MSK,2023-02,0.0,,True
SKU_0040,MSK,2023-03,0.0,,True
SKU_0040,MSK,2023-04,0.0,,True
SKU_0040,MSK,2023-05,31.0,,True
SKU_0040,MSK,2023-06,0.0,,True
SKU_0040,MSK,2023-07,31.0,,True
SKU_0040,MSK,2023-08,0.0,,True
SKU_0040,MSK,2023-09,0.0,,True
SKU_0040,MSK,2023-10,28.0,,True
SKU_0040,MSK,2023-11,0.0,,True
SKU_0040,MSK,2023-12,18.0,,True
SKU_0040,MSK,2024-01,0.0,,True
SKU_0040,MSK,2024-02,0.0,,True
SKU_0040,MSK,2024-03,30.0,,True
SKU_0040,MSK,2024-04,31.0,,True
SKU_0040,MSK,2024-05,0.0,,True
SKU_0040,MSK,2024-06,0.0,,True
SKU_0040,MSK,2024-07,0.0,,True
SKU_0040,MSK,2024-08,0.0,,True
SKU_0040,MSK,2024-09,26.0,,True
SKU_0040,MSK,2024-10,0.0,,True
SKU_0040,MSK,2024-11,28.0,,True
SKU_0040,MSK,2024-12,0.0,,True
SKU_0040,MSK,2025-01,0.0,,True
SKU_0040,MSK,2025-02,0.0,,True
SKU_0040,MSK,2025-03,0.0,,True
SKU_0040,MSK,2025-04,31.0,,True
SKU_0040,MSK,2025-05,31.0,,True
SKU_0040,MSK,2025-06,0.0,,True
SKU_0040,MSK,2025-07,0.0,,True
SKU_0040,MSK,2025-08,0.0,,True
SKU_0040,MSK,2025-09,27.0,,True
SKU_0040,MSK,2025-10,0.0,,True
SKU_0040,MSK,2025-11,21.0,,True
SKU_0040,MSK,2025-12,0.0,,True
